Sample Name/Number;Species Name;Image File Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter;Perimeter;Area;Holes;Area+Holes;Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM);ROI (left);ROI (top);ROI (right);ROI (bottom)
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-189.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;359;741;1107;0;1107;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;387;496;883
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-213.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1307;0;1307;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-234.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1307;0;1307;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-255.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;334;692;1060;0;1060;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;379;496;875
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-277.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;334;692;1060;0;1060;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;379;496;875
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-298.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;706;1051;0;1051;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:24;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-319.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;706;1051;0;1051;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-374.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;325;669;1004;0;1004;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;89;496;585
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-396.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;325;669;1004;0;1004;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;89;496;585
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-419.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;352;727;1083;0;1083;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;386;496;882
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-445.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;352;727;1083;0;1083;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;386;496;882
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-504.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;311;648;949;0;949;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;396;496;892
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-527.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;311;648;949;0;949;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;396;496;892
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-548.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;708;1038;0;1038;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-573.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;708;1038;0;1038;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;382;496;878
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-592.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1265;1;1266;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-625.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;420;871;1265;1;1266;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-638.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;595;865;0;865;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;72;496;568
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-657.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;595;865;0;865;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;72;496;568
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-680.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;872;1258;0;1258;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-702.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;872;1258;0;1258;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;4;496;500
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-722.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;421;867;1266;0;1266;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;6;496;502
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-786.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;400;829;1177;0;1177;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;13;496;509
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-804.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;400;829;1177;0;1177;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;13;496;509
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-823.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;295;608;870;0;870;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;399;496;895
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-841.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;295;608;870;0;870;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:25;0;399;496;895
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-861.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;700;1024;0;1024;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;383;496;879
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-882.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;340;700;1024;0;1024;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;383;496;879
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-904.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;333;692;968;1;969;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;44;496;540
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-926.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;333;692;968;1;969;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;44;496;540
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-947.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;590;829;0;829;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;69;496;565
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-968.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;590;829;0;829;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;69;496;565
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-18-990.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;584;838;0;838;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;355;496;851
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-010.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;584;838;0;838;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;355;496;851
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-030.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;596;832;0;832;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;71;496;567
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-052.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;596;832;0;832;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;71;496;567
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-075.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;594;835;0;835;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-097.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;594;835;0;835;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-117.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;302;627;893;0;893;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;402;496;898
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-141.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;302;627;893;0;893;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;402;496;898
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-194.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;208;431;609;0;609;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;315;496;811
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-215.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;208;431;609;0;609;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;315;496;811
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-235.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;171;355;509;0;509;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;126;496;622
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-254.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;171;355;509;0;509;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;126;496;622
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-273.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;594;821;0;821;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-295.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;594;821;0;821;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-315.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;593;815;0;815;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:26;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-335.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;593;815;0;815;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-354.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;337;702;976;1;977;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;45;496;541
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-376.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;337;702;976;1;977;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;45;496;541
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-397.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;336;701;961;0;961;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;45;496;541
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-420.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;336;701;961;0;961;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;45;496;541
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-506.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;591;793;0;793;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-524.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;591;793;0;793;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-807.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;595;777;0;777;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-19-827.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;595;777;0;777;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-260.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;595;768;0;768;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;69;496;565
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-282.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;286;595;768;0;768;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;69;496;565
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-301.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;594;771;0;771;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-322.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;287;594;771;0;771;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;70;496;566
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-344.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;332;689;894;0;894;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;46;496;542
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-366.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;332;689;894;0;894;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;46;496;542
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-387.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;295;614;818;0;818;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;399;496;895
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-411.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;295;614;818;0;818;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;399;496;895
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-434.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;198;415;533;0;533;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;110;496;606
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-20-458.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;198;415;533;0;533;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;110;496;606
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-21-273.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;317;665;838;0;838;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:27;0;38;496;534
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-21-294.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;317;665;838;0;838;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:28;0;38;496;534
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-21-317.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;199;410;512;0;512;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:28;0;110;496;606
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-21-336.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;199;410;512;0;512;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:28;0;110;496;606
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-21-990.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;198;418;508;0;508;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:28;0;112;496;608
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-22-011.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;198;418;508;0;508;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:28;0;112;496;608
#0000_0;Test Sample;1_#0000_0_2021_09_23-15-43-22-325.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;285;589;715;0;715;2000;50;100;3,8;\images\Expo_2000_Ap_3.8\Test Sample\#0000\#0000_0;MRJ;23/09/2021 15:43:28;0;69;496;565
