Sample Name/Number;Species Name;Image File Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter;Perimeter;Area;Holes;Area+Holes;Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM);ROI (left);ROI (top);ROI (right);ROI (bottom)
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-148.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;146;667;5061;178;5239;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-167.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;631;5025;218;5243;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-189.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;757;5110;154;5264;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-216.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;660;5040;182;5222;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-239.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;142;682;5183;184;5367;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-262.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;599;4842;87;4929;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-288.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;583;4920;144;5064;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-308.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;606;4918;212;5130;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:23;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-334.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;663;4915;154;5069;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-353.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;686;4988;106;5094;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-372.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;698;4904;96;5000;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-391.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;742;5179;169;5348;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-413.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;146;625;4988;184;5172;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-438.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;624;4902;199;5101;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-462.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;646;5068;206;5274;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-482.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;140;695;5087;115;5202;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-503.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;702;5116;219;5335;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-523.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;627;4955;149;5104;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-546.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;684;4979;79;5058;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-572.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;146;687;4987;111;5098;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-591.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;708;5029;104;5133;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-612.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;700;5055;212;5267;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-636.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;661;5151;261;5412;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-661.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;773;5232;189;5421;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-682.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;143;682;4998;145;5143;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;438;496;934
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-702.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;743;5211;173;5384;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-724.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;632;5149;220;5369;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:24;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-749.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;148;804;5188;112;5300;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;435;496;931
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-780.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;690;5143;138;5281;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-813.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;740;5327;149;5476;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;435;496;931
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-834.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;788;5348;135;5483;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-859.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;139;689;5099;92;5191;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-884.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;149;693;5231;170;5401;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-911.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;140;639;5212;106;5318;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-931.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;666;5209;198;5407;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-956.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;660;4965;122;5087;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-17-981.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;146;789;5247;136;5383;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-004.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;672;5164;171;5335;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-031.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;736;5246;134;5380;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-052.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;146;722;5202;172;5374;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-074.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;652;5080;155;5235;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-097.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;157;794;5415;185;5600;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;435;496;931
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-118.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;667;5173;235;5408;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-143.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;141;653;5300;272;5572;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-163.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;732;5219;151;5370;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-189.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;692;5203;149;5352;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:25;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-217.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;142;677;5106;161;5267;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-243.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;767;5329;124;5453;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-272.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;152;765;5283;160;5443;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;435;496;931
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-295.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;154;852;5432;191;5623;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;434;496;930
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-315.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;757;5245;155;5400;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-339.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;148;858;5339;130;5469;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;435;496;931
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-362.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;144;791;5252;116;5368;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;435;496;931
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-385.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;808;5243;115;5358;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-411.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;152;747;5298;192;5490;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;436;496;932
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-433.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;723;5172;143;5315;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-460.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;737;5171;111;5282;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-481.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;145;703;4999;71;5070;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-500.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;143;637;5019;194;5213;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-522.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;142;612;5027;211;5238;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;437;496;933
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-544.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;138;504;4175;143;4318;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;441;496;937
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-569.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;206;695;3816;29;3845;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;431;496;927
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-18-594.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;157;815;4684;121;4805;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;431;496;927
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-658.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;628;2816;13751;1875;15626;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;76;496;744
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-685.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;620;2919;13322;2564;15886;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:26;0;84;496;744
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-718.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;465;1872;9140;1346;10486;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;234;496;750
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-750.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;548;2434;9139;1206;10345;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;157;496;745
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-784.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;201;903;3959;518;4477;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;364;496;860
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-833.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;213;993;3470;378;3848;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;370;496;866
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-875.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;163;781;2594;265;2859;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;383;496;879
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-902.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;208;817;2752;367;3119;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;367;496;863
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-932.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;194;811;2283;289;2572;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;368;496;864
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-961.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;127;475;1478;312;1790;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;385;496;881
#0000_3;Test Sample;2_#0000_3_2021_09_23-15-45-20-986.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;57;180;530;102;632;2000;50;100;8;\images\Expo_2000_Ap_8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:45:27;0;392;496;888
